date,ChatGPT,artificial intelligence,geo,state,timeframe,machine learning,AI tools
2021-07-18,,,IN-KA,Karnataka,2020_2021,46.0,0.0
2021-07-25,,,IN-KA,Karnataka,2020_2021,45.0,0.0
2021-08-01,,,IN-KA,Karnataka,2020_2021,52.0,0.0
2021-08-08,,,IN-KA,Karnataka,2020_2021,57.0,0.0
2021-08-15,,,IN-KA,Karnataka,2020_2021,45.0,0.0
2021-08-22,,,IN-KA,Karnataka,2020_2021,48.0,0.0
2021-08-29,,,IN-KA,Karnataka,2020_2021,44.0,0.0
2021-09-05,,,IN-KA,Karnataka,2020_2021,47.0,0.0
2021-09-12,,,IN-KA,Karnataka,2020_2021,45.0,0.0
2021-09-19,,,IN-KA,Karnataka,2020_2021,51.0,0.0
2021-09-26,,,IN-KA,Karnataka,2020_2021,44.0,0.0
2021-10-03,,,IN-KA,Karnataka,2020_2021,48.0,0.0
2021-10-10,,,IN-KA,Karnataka,2020_2021,40.0,0.0
2021-10-17,,,IN-KA,Karnataka,2020_2021,45.0,0.0
2021-10-24,,,IN-KA,Karnataka,2020_2021,52.0,0.0
2021-10-31,,,IN-KA,Karnataka,2020_2021,41.0,0.0
2021-11-07,,,IN-KA,Karnataka,2020_2021,60.0,0.0
2021-11-14,,,IN-KA,Karnataka,2020_2021,62.0,0.0
2021-11-21,,,IN-KA,Karnataka,2020_2021,64.0,0.0
2021-11-28,,,IN-KA,Karnataka,2020_2021,55.0,0.0
2021-12-05,,,IN-KA,Karnataka,2020_2021,61.0,0.0
2021-12-12,,,IN-KA,Karnataka,2020_2021,59.0,0.0
2021-12-19,,,IN-KA,Karnataka,2020_2021,56.0,0.0
2021-12-26,,,IN-KA,Karnataka,2020_2021,54.0,0.0
2021-12-26,,,IN-KA,Karnataka,2022_2023,61.0,0.0
2022-01-02,,,IN-KA,Karnataka,2022_2023,91.0,0.0
2022-01-09,,,IN-KA,Karnataka,2022_2023,88.0,0.0
2022-01-16,,,IN-KA,Karnataka,2022_2023,83.0,0.0
2022-01-23,,,IN-KA,Karnataka,2022_2023,85.0,0.0
2022-01-30,,,IN-KA,Karnataka,2022_2023,93.0,0.0
2022-02-06,,,IN-KA,Karnataka,2022_2023,95.0,0.0
2022-02-13,,,IN-KA,Karnataka,2022_2023,85.0,0.0
2022-02-20,,,IN-KA,Karnataka,2022_2023,87.0,0.0
2022-02-27,,,IN-KA,Karnataka,2022_2023,79.0,2.0
2022-03-06,,,IN-KA,Karnataka,2022_2023,91.0,0.0
2022-03-13,,,IN-KA,Karnataka,2022_2023,83.0,0.0
2022-03-20,,,IN-KA,Karnataka,2022_2023,94.0,2.0
2022-03-27,,,IN-KA,Karnataka,2022_2023,70.0,0.0
2022-04-03,,,IN-KA,Karnataka,2022_2023,76.0,0.0
2022-04-10,,,IN-KA,Karnataka,2022_2023,60.0,0.0
2022-04-17,,,IN-KA,Karnataka,2022_2023,86.0,0.0
2022-04-24,,,IN-KA,Karnataka,2022_2023,87.0,0.0
2022-05-01,,,IN-KA,Karnataka,2022_2023,81.0,0.0
2022-05-08,,,IN-KA,Karnataka,2022_2023,96.0,2.0
2022-05-15,,,IN-KA,Karnataka,2022_2023,85.0,2.0
2022-05-22,,,IN-KA,Karnataka,2022_2023,91.0,0.0
2022-05-29,,,IN-KA,Karnataka,2022_2023,80.0,0.0
2022-06-05,,,IN-KA,Karnataka,2022_2023,95.0,0.0
2022-06-12,,,IN-KA,Karnataka,2022_2023,88.0,0.0
2022-06-19,,,IN-KA,Karnataka,2022_2023,92.0,0.0
2022-06-26,,,IN-KA,Karnataka,2022_2023,85.0,0.0
2022-07-03,,,IN-KA,Karnataka,2022_2023,71.0,0.0
2022-07-10,,,IN-KA,Karnataka,2022_2023,81.0,2.0
2022-07-17,,,IN-KA,Karnataka,2022_2023,84.0,0.0
2022-07-24,,,IN-KA,Karnataka,2022_2023,93.0,0.0
2022-07-31,,,IN-KA,Karnataka,2022_2023,69.0,0.0
2022-08-07,,,IN-KA,Karnataka,2022_2023,72.0,0.0
2022-08-14,,,IN-KA,Karnataka,2022_2023,70.0,0.0
2022-08-21,,,IN-KA,Karnataka,2022_2023,77.0,0.0
2022-08-28,,,IN-KA,Karnataka,2022_2023,68.0,2.0
2022-09-04,,,IN-KA,Karnataka,2022_2023,70.0,0.0
2022-09-11,,,IN-KA,Karnataka,2022_2023,83.0,0.0
2022-09-18,,,IN-KA,Karnataka,2022_2023,91.0,0.0
2022-09-25,,,IN-KA,Karnataka,2022_2023,75.0,0.0
2022-10-02,,,IN-KA,Karnataka,2022_2023,61.0,0.0
2022-10-09,,,IN-KA,Karnataka,2022_2023,85.0,0.0
2022-10-16,,,IN-KA,Karnataka,2022_2023,90.0,2.0
2022-10-23,,,IN-KA,Karnataka,2022_2023,63.0,3.0
2022-10-30,,,IN-KA,Karnataka,2022_2023,71.0,2.0
2022-11-06,,,IN-KA,Karnataka,2022_2023,85.0,0.0
2022-11-13,,,IN-KA,Karnataka,2022_2023,90.0,2.0
2022-11-20,,,IN-KA,Karnataka,2022_2023,93.0,3.0
2022-11-27,,,IN-KA,Karnataka,2022_2023,93.0,2.0
2022-12-04,,,IN-KA,Karnataka,2022_2023,89.0,2.0
2022-12-11,,,IN-KA,Karnataka,2022_2023,92.0,4.0
2022-12-18,,,IN-KA,Karnataka,2022_2023,90.0,2.0
2022-12-25,,,IN-KA,Karnataka,2022_2023,73.0,2.0
2023-01-01,,,IN-KA,Karnataka,2022_2023,96.0,3.0
2023-01-08,,,IN-KA,Karnataka,2022_2023,100.0,4.0
2023-01-15,,,IN-KA,Karnataka,2022_2023,88.0,6.0
2023-01-22,,,IN-KA,Karnataka,2022_2023,72.0,5.0
2023-01-29,,,IN-KA,Karnataka,2022_2023,87.0,8.0
2023-02-05,,,IN-KA,Karnataka,2022_2023,73.0,11.0
2023-02-12,,,IN-KA,Karnataka,2022_2023,81.0,9.0
2023-02-19,,,IN-KA,Karnataka,2022_2023,76.0,10.0
2023-02-26,,,IN-KA,Karnataka,2022_2023,85.0,9.0
2023-03-05,,,IN-KA,Karnataka,2022_2023,92.0,6.0
2023-03-12,,,IN-KA,Karnataka,2022_2023,91.0,7.0
2023-03-19,,,IN-KA,Karnataka,2022_2023,76.0,10.0
2023-03-26,,,IN-KA,Karnataka,2022_2023,86.0,10.0
2023-04-02,,,IN-KA,Karnataka,2022_2023,78.0,9.0
2023-04-09,,,IN-KA,Karnataka,2022_2023,72.0,10.0
2023-04-16,,,IN-KA,Karnataka,2022_2023,82.0,13.0
2023-04-23,,,IN-KA,Karnataka,2022_2023,85.0,12.0
2023-04-30,,,IN-KA,Karnataka,2022_2023,79.0,12.0
2023-05-07,,,IN-KA,Karnataka,2022_2023,66.0,13.0
2023-05-14,,,IN-KA,Karnataka,2022_2023,71.0,14.0
2023-05-21,,,IN-KA,Karnataka,2022_2023,96.0,15.0
2023-05-28,,,IN-KA,Karnataka,2022_2023,72.0,16.0
2023-06-04,,,IN-KA,Karnataka,2022_2023,81.0,16.0
2023-06-11,,,IN-KA,Karnataka,2022_2023,86.0,22.0
2023-06-18,,,IN-KA,Karnataka,2022_2023,74.0,18.0
2023-06-25,,,IN-KA,Karnataka,2022_2023,76.0,21.0
2023-07-02,,,IN-KA,Karnataka,2022_2023,86.0,19.0
2023-07-09,,,IN-KA,Karnataka,2022_2023,88.0,23.0
2023-07-16,,,IN-KA,Karnataka,2022_2023,82.0,23.0
2023-07-23,,,IN-KA,Karnataka,2022_2023,81.0,20.0
2023-07-30,,,IN-KA,Karnataka,2022_2023,78.0,23.0
2023-08-06,,,IN-KA,Karnataka,2022_2023,84.0,21.0
2023-08-13,,,IN-KA,Karnataka,2022_2023,78.0,22.0
2023-08-20,,,IN-KA,Karnataka,2022_2023,81.0,25.0
2023-08-27,,,IN-KA,Karnataka,2022_2023,85.0,19.0
2023-09-03,,,IN-KA,Karnataka,2022_2023,89.0,19.0
2023-09-10,,,IN-KA,Karnataka,2022_2023,89.0,18.0
2023-09-17,,,IN-KA,Karnataka,2022_2023,75.0,21.0
2023-09-24,,,IN-KA,Karnataka,2022_2023,74.0,20.0
2023-10-01,,,IN-KA,Karnataka,2022_2023,75.0,24.0
2023-10-08,,,IN-KA,Karnataka,2022_2023,79.0,17.0
2023-10-15,,,IN-KA,Karnataka,2022_2023,73.0,17.0
2023-10-22,,,IN-KA,Karnataka,2022_2023,62.0,14.0
2023-10-29,,,IN-KA,Karnataka,2022_2023,71.0,16.0
2023-11-05,,,IN-KA,Karnataka,2022_2023,77.0,19.0
2023-11-12,,,IN-KA,Karnataka,2022_2023,71.0,16.0
2023-11-19,,,IN-KA,Karnataka,2022_2023,78.0,18.0
2023-11-26,,,IN-KA,Karnataka,2022_2023,80.0,19.0
2023-12-03,,,IN-KA,Karnataka,2022_2023,78.0,21.0
2023-12-10,,,IN-KA,Karnataka,2022_2023,96.0,22.0
2023-12-17,,,IN-KA,Karnataka,2022_2023,81.0,23.0
2023-12-24,,,IN-KA,Karnataka,2022_2023,67.0,16.0
2023-12-31,,,IN-KA,Karnataka,2022_2023,76.0,17.0
2023-12-31,,,IN-KA,Karnataka,2024_2025,78.0,18.0
2024-01-07,,,IN-KA,Karnataka,2024_2025,98.0,22.0
2024-01-14,,,IN-KA,Karnataka,2024_2025,80.0,22.0
2024-01-21,,,IN-KA,Karnataka,2024_2025,79.0,23.0
2024-01-28,,,IN-KA,Karnataka,2024_2025,93.0,25.0
2024-02-04,,,IN-KA,Karnataka,2024_2025,86.0,23.0
2024-02-11,,,IN-KA,Karnataka,2024_2025,85.0,27.0
2024-02-18,,,IN-KA,Karnataka,2024_2025,91.0,29.0
2024-02-25,,,IN-KA,Karnataka,2024_2025,92.0,27.0
2024-03-03,,,IN-KA,Karnataka,2024_2025,85.0,27.0
2024-03-10,,,IN-KA,Karnataka,2024_2025,92.0,30.0
2024-03-17,,,IN-KA,Karnataka,2024_2025,100.0,28.0
2024-03-24,,,IN-KA,Karnataka,2024_2025,80.0,23.0
2024-03-31,,,IN-KA,Karnataka,2024_2025,85.0,23.0
2024-04-07,,,IN-KA,Karnataka,2024_2025,78.0,24.0
2024-04-14,,,IN-KA,Karnataka,2024_2025,91.0,24.0
2024-04-21,,,IN-KA,Karnataka,2024_2025,88.0,22.0
2024-04-28,,,IN-KA,Karnataka,2024_2025,78.0,18.0
2024-05-05,,,IN-KA,Karnataka,2024_2025,78.0,16.0
2024-05-12,,,IN-KA,Karnataka,2024_2025,89.0,19.0
2024-05-19,,,IN-KA,Karnataka,2024_2025,93.0,23.0
2024-05-26,,,IN-KA,Karnataka,2024_2025,93.0,20.0
2024-06-02,,,IN-KA,Karnataka,2024_2025,75.0,24.0
2024-06-09,,,IN-KA,Karnataka,2024_2025,83.0,25.0
2024-06-16,,,IN-KA,Karnataka,2024_2025,93.0,23.0
2024-06-23,,,IN-KA,Karnataka,2024_2025,85.0,22.0
2024-06-30,,,IN-KA,Karnataka,2024_2025,91.0,18.0
2024-07-07,,,IN-KA,Karnataka,2024_2025,87.0,19.0
2024-07-14,,,IN-KA,Karnataka,2024_2025,85.0,22.0
2024-07-21,,,IN-KA,Karnataka,2024_2025,93.0,20.0
2024-07-28,,,IN-KA,Karnataka,2024_2025,82.0,22.0
2024-08-04,,,IN-KA,Karnataka,2024_2025,81.0,23.0
2024-08-11,,,IN-KA,Karnataka,2024_2025,70.0,20.0
2024-08-18,,,IN-KA,Karnataka,2024_2025,78.0,25.0
2024-08-25,,,IN-KA,Karnataka,2024_2025,79.0,22.0
2024-09-01,,,IN-KA,Karnataka,2024_2025,74.0,22.0
2024-09-08,,,IN-KA,Karnataka,2024_2025,83.0,29.0
2024-09-15,,,IN-KA,Karnataka,2024_2025,86.0,22.0
2024-09-22,,,IN-KA,Karnataka,2024_2025,77.0,22.0
2024-09-29,,,IN-KA,Karnataka,2024_2025,78.0,20.0
2024-10-06,,,IN-KA,Karnataka,2024_2025,66.0,20.0
2024-10-13,,,IN-KA,Karnataka,2024_2025,74.0,23.0
2024-10-20,,,IN-KA,Karnataka,2024_2025,74.0,26.0
2024-10-27,,,IN-KA,Karnataka,2024_2025,62.0,17.0
2024-11-03,,,IN-KA,Karnataka,2024_2025,75.0,24.0
2024-11-10,,,IN-KA,Karnataka,2024_2025,74.0,26.0
2024-11-17,,,IN-KA,Karnataka,2024_2025,77.0,30.0
2024-11-24,,,IN-KA,Karnataka,2024_2025,76.0,26.0
2024-12-01,,,IN-KA,Karnataka,2024_2025,76.0,25.0
2024-12-08,,,IN-KA,Karnataka,2024_2025,83.0,31.0
2024-12-15,,,IN-KA,Karnataka,2024_2025,75.0,24.0
2024-12-22,,,IN-KA,Karnataka,2024_2025,66.0,20.0
2024-12-29,,,IN-KA,Karnataka,2024_2025,66.0,23.0
2025-01-05,,,IN-KA,Karnataka,2024_2025,77.0,28.0
2025-01-12,,,IN-KA,Karnataka,2024_2025,70.0,31.0
2025-01-19,,,IN-KA,Karnataka,2024_2025,87.0,32.0
2025-01-26,,,IN-KA,Karnataka,2024_2025,89.0,34.0
2025-02-02,,,IN-KA,Karnataka,2024_2025,85.0,34.0
2025-02-09,,,IN-KA,Karnataka,2024_2025,84.0,36.0
2025-02-16,,,IN-KA,Karnataka,2024_2025,91.0,38.0
2025-02-23,,,IN-KA,Karnataka,2024_2025,76.0,35.0
2025-03-02,,,IN-KA,Karnataka,2024_2025,92.0,38.0
2025-03-09,,,IN-KA,Karnataka,2024_2025,90.0,37.0
2025-03-16,,,IN-KA,Karnataka,2024_2025,89.0,37.0
2025-03-23,,,IN-KA,Karnataka,2024_2025,89.0,40.0
2025-03-30,,,IN-KA,Karnataka,2024_2025,80.0,38.0
2025-04-06,,,IN-KA,Karnataka,2024_2025,78.0,33.0
2025-04-13,,,IN-KA,Karnataka,2024_2025,68.0,35.0
2025-04-20,,,IN-KA,Karnataka,2024_2025,79.0,38.0
2025-04-27,,,IN-KA,Karnataka,2024_2025,65.0,30.0
2025-05-04,,,IN-KA,Karnataka,2024_2025,73.0,31.0
2025-05-11,,,IN-KA,Karnataka,2024_2025,84.0,32.0
2025-05-18,,,IN-KA,Karnataka,2024_2025,84.0,37.0
2025-05-25,,,IN-KA,Karnataka,2024_2025,78.0,40.0
2025-06-01,,,IN-KA,Karnataka,2024_2025,82.0,45.0
2025-06-08,,,IN-KA,Karnataka,2024_2025,98.0,55.0
2025-06-15,,,IN-KA,Karnataka,2024_2025,84.0,44.0
2025-06-22,,,IN-KA,Karnataka,2024_2025,86.0,45.0
2025-06-29,,,IN-KA,Karnataka,2024_2025,84.0,49.0
2025-07-06,,,IN-KA,Karnataka,2024_2025,74.0,48.0
2025-07-13,,,IN-KA,Karnataka,2024_2025,82.0,62.0
2025-07-20,,,IN-KA,Karnataka,2024_2025,87.0,56.0
2025-07-27,,,IN-KA,Karnataka,2024_2025,81.0,57.0
2025-08-03,,,IN-KA,Karnataka,2024_2025,76.0,59.0
2025-08-10,,,IN-KA,Karnataka,2024_2025,77.0,50.0
2025-08-17,,,IN-KA,Karnataka,2024_2025,82.0,51.0
2025-08-24,,,IN-KA,Karnataka,2024_2025,79.0,44.0
2025-08-31,,,IN-KA,Karnataka,2024_2025,68.0,48.0
2025-09-07,,,IN-KA,Karnataka,2024_2025,68.0,42.0
2025-09-14,,,IN-KA,Karnataka,2024_2025,64.0,45.0
2025-09-21,,,IN-KA,Karnataka,2024_2025,58.0,35.0
2025-09-28,,,IN-KA,Karnataka,2024_2025,49.0,29.0
2025-10-05,,,IN-KA,Karnataka,2024_2025,60.0,36.0
2025-10-12,,,IN-KA,Karnataka,2024_2025,56.0,39.0
2025-10-19,,,IN-KA,Karnataka,2024_2025,45.0,29.0
2025-10-26,,,IN-KA,Karnataka,2024_2025,73.0,49.0
2025-11-02,,,IN-KA,Karnataka,2024_2025,83.0,55.0
2025-11-09,,,IN-KA,Karnataka,2024_2025,86.0,51.0
2025-11-16,,,IN-KA,Karnataka,2024_2025,91.0,60.0
2025-11-23,,,IN-KA,Karnataka,2024_2025,87.0,59.0
2025-11-30,,,IN-KA,Karnataka,2024_2025,86.0,76.0
2025-12-07,,,IN-KA,Karnataka,2024_2025,82.0,71.0
2025-12-14,,,IN-KA,Karnataka,2024_2025,76.0,59.0
2025-12-21,,,IN-KA,Karnataka,2024_2025,58.0,46.0
2025-12-28,,,IN-KA,Karnataka,2024_2025,59.0,46.0
