district_code_x,district_name,state_code,survey_year,n_rural_persons,n_employed,employed_weight,unemp_rate_wt,agri_share_wt,nonagri_share_wt,services_share,edu_secondary_wt,log_wage_median,wage_n,sample_grade,data_status,schema_version,state_code_plfs,state,district_code_num,district_code_y,district_name_standard,bharatnet_treatment,state_group,panel_usable_2x2,panel_usable_3period,data_quality_flag,boundary_note,census_code_resolved,population,rural_population,urban_share,literacy_rate,female_literacy_rate,sc_share,st_share,worker_participation_rate,agri_worker_share,join_year,post_2023,early_treat,late_ctrl,treat_binary,post_early_did,did_sample_2x2,did_sample_3period,log_population,district_code,lfpr_wt,wpr_wt,nilf_share_wt
12,Dakshina Kannada,29,2023,361,312,464917833,6.72,56.57,43.43,29.34,,3.8501,17,B,REAL,1.0,29,Karnataka,12,12.0,Dakshina Kannada,early,high_connectivity,True,True,VERIFIED,,29-575,2089649,1093563,47.67,88.57,84.13,7.09,3.94,47.75,6.32,2023,1,1,0,1,1,1,1,14.552506667253327,12,96.293,94.508,3.707
13,Davangere,29,2023,663,548,884543906,10.85,53.94,46.06,32.28,,3.8501,43,A,REAL,1.0,29,Karnataka,13,13.0,Davangere,mid,high_connectivity,True,True,SPELLING_MISMATCH,Spelling variant,29-567,1945497,1316487,32.33,75.74,68.91,20.18,11.98,44.99,60.18,2023,1,0,0,0,0,0,0,14.48102802938551,13,98.84,96.886,1.16
14,Dharwad,29,2023,380,324,927968150,4.86,56.93,43.07,25.96,,3.4965,24,B,REAL,1.0,29,Karnataka,14,14.0,Dharwad,early,high_connectivity,True,True,VERIFIED,,29-562,1847023,797484,56.82,80.0,73.46,9.63,4.74,42.49,47.39,2023,1,1,0,1,1,1,1,14.429085711729725,14,97.817,97.817,2.183
15,Gadag,29,2023,527,403,617649205,12.33,43.45,56.55,34.98,,3.8501,21,B,REAL,1.0,29,Karnataka,15,15.0,Gadag,mid,high_connectivity,True,True,VERIFIED,,29-561,1064570,685261,35.63,75.12,65.44,16.36,5.79,46.57,66.12,2023,1,0,0,0,0,0,0,13.87808151972577,15,99.601,98.134,0.399
16,Hassan,29,2023,325,276,580462936,3.26,50.08,49.92,36.39,,3.8501,13,C,REAL,1.0,29,Karnataka,16,16.0,Hassan,early,high_connectivity,True,True,VERIFIED,,29-574,1776421,1399658,21.21,76.07,68.6,19.42,1.82,50.87,66.73,2023,1,1,0,1,1,1,1,14.390111223991996,16,98.585,96.274,1.415
17,Haveri,29,2023,845,757,1896050966,4.25,50.92,49.08,36.23,,3.7612,67,A,REAL,1.0,29,Karnataka,17,17.0,Haveri,mid,high_connectivity,True,True,VERIFIED,,29-564,1597668,1242167,22.25,77.4,70.46,13.77,8.85,45.7,70.45,2023,1,0,0,0,0,0,0,14.284055624023695,17,97.583,97.583,2.417
18,Kalaburagi,29,2023,7529,6798,19726412940,1.97,53.83,46.17,23.97,,4.1271,524,A,REAL,1.0,29,Karnataka,18,18.0,Kalaburagi,late,high_connectivity,True,True,SPELLING_MISMATCH,Census/new name Kalaburagi; PLFS uses Gulbarga,29-579,2566326,1730775,32.56,64.85,55.09,25.28,2.54,42.36,58.46,2023,1,0,1,0,0,1,1,14.757985862074031,18,94.673,94.534,5.327
19,Kodagu,29,2023,228,191,632914759,3.25,48.89,51.11,24.14,,2.6391,25,D,REAL,1.0,29,Karnataka,19,19.0,Kodagu,early,high_connectivity,True,True,VERIFIED,,29-576,554519,473531,14.61,82.61,78.14,13.27,10.47,50.3,13.02,2023,1,1,0,1,1,0,0,13.22585635028922,19,93.65,93.65,6.35
20,Kolar,29,2023,541,471,832196816,10.35,53.67,46.33,29.98,,3.8501,24,B,REAL,1.0,29,Karnataka,20,20.0,Kolar,early,high_connectivity,True,True,VERIFIED,,29-581,1536401,1056328,31.25,74.39,66.84,30.32,5.13,46.72,53.53,2023,1,1,0,1,1,1,1,14.244953226325844,20,96.19,96.19,3.81
21,Koppal,29,2023,1227,1068,2160376931,6.88,53.31,46.69,33.56,,3.8712,50,A,REAL,1.0,29,Karnataka,21,21.0,Koppal,late,high_connectivity,True,True,VERIFIED,,29-560,1389920,1156216,16.81,68.09,57.55,18.61,11.82,47.11,66.65,2023,1,0,1,0,0,1,1,14.144756749493748,21,93.737,92.997,6.263
22,Mandya,29,2023,71,64,56751024,5.44,52.64,47.36,17.55,,,3,D,REAL,1.0,29,Karnataka,22,22.0,Mandya,early,high_connectivity,True,True,VERIFIED,,29-573,1805769,1497407,17.08,70.4,62.54,14.69,1.24,48.26,69.44,2023,1,1,0,1,1,0,0,14.406497097801529,22,100.0,100.0,0.0
23,Mysuru,29,2023,1396,1229,2424363285,5.44,46.11,53.89,35.06,,3.8918,161,A,REAL,1.0,29,Karnataka,23,23.0,Mysuru,early,high_connectivity,True,True,SPELLING_MISMATCH,PLFS uses old name Mysore,29-577,3001127,1755714,41.5,72.79,67.06,17.88,11.15,43.79,50.24,2023,1,1,0,1,1,1,1,14.914498442753995,23,95.756,94.661,4.244
24,Raichur,29,2023,115,102,151193180,3.87,49.25,50.75,32.88,,,3,D,REAL,1.0,29,Karnataka,24,24.0,Raichur,late,high_connectivity,True,True,VERIFIED,,29-559,1928812,1438464,25.42,59.56,48.73,20.79,19.03,46.84,69.61,2023,1,0,1,0,0,0,0,14.472414827314608,24,99.801,99.801,0.199
25,Ramanagara,29,2023,835,717,1059614098,4.22,51.34,48.66,20.64,,3.8918,38,A,REAL,1.0,29,Karnataka,25,25.0,Ramanagara,early,high_connectivity,True,True,VERIFIED,,29-584,1082636,814877,24.73,69.22,61.5,18.83,2.12,49.09,58.44,2023,1,1,0,1,1,1,1,13.89490936607128,25,94.396,94.396,5.604
26,Shivamogga,29,2023,148,124,174493801,0.0,59.7,40.3,21.36,,4.1589,11,D,REAL,1.0,29,Karnataka,26,26.0,Shivamogga,mid,high_connectivity,True,True,SPELLING_MISMATCH,PLFS uses old name Shimoga,29-568,1752753,1129026,35.59,80.45,74.84,17.58,3.73,44.54,57.77,2023,1,0,0,0,0,0,0,14.376698252663813,26,100.0,100.0,0.0
27,Tumakuru,29,2023,327,276,689116014,10.48,48.08,51.92,34.38,,4.1271,17,C,REAL,1.0,29,Karnataka,27,27.0,Tumakuru,early,high_connectivity,True,True,SPELLING_MISMATCH,PLFS uses old name Tumkur,29-571,2678980,2079902,22.36,75.14,67.38,18.92,7.82,50.57,63.35,2023,1,1,0,1,1,1,1,14.800946683026687,27,97.9,91.773,2.1
28,Udupi,29,2023,200,186,406893772,0.84,62.43,37.57,39.42,,,2,D,REAL,1.0,29,Karnataka,28,28.0,Udupi,early,high_connectivity,True,True,VERIFIED,,29-569,1177361,843300,28.37,86.24,81.58,6.41,4.49,43.59,24.65,2023,1,1,0,1,1,0,0,13.978786051195518,28,100.0,100.0,0.0
29,Uttara Kannada,29,2023,266,244,511654084,0.8,56.36,43.64,26.36,,3.8286,20,C,REAL,1.0,29,Karnataka,29,29.0,Uttara Kannada,mid,high_connectivity,True,True,SPELLING_MISMATCH,Spelling variant in older sources,29-563,1437169,1018188,29.15,84.06,78.39,8.1,2.38,42.34,37.45,2023,1,0,0,0,0,0,0,14.178185764269973,29,92.94,92.94,7.06
30,Yadgir,29,2023,183,158,307475061,4.22,56.94,43.06,38.12,,3.8918,16,D,REAL,1.0,29,Karnataka,30,30.0,Yadgir,late,high_connectivity,True,True,VERIFIED,,29-580,1174271,953594,18.79,51.83,41.38,23.28,12.51,46.64,71.94,2023,1,0,1,0,0,0,0,13.976158087484915,30,100.0,100.0,0.0
31,UNKNOWN_31,29,2023,50,38,81309382,0.0,37.14,62.86,42.72,,,5,D,REAL,1.0,29,Karnataka,31,31.0,Vijayanagara,late,high_connectivity,False,False,INCOMPLETE,NEW DISTRICT: carved from Ballari in 2021. NO 2019-20 code. Use Ballari (code 6) as proxy for pre-period.,29-584,1082636,814877,24.73,69.22,61.5,18.83,2.12,49.09,58.44,2023,1,0,1,0,0,0,0,13.89490936607128,31,72.684,72.684,27.316
1,Araria,10,2019,333,283,258135695,3.1,55.85,44.15,19.47,,3.8501,13,C,REAL,1.0,10,Bihar,1,1.0,Araria,late,low_connectivity,True,True,VERIFIED,,10-209,2811569,2642792,6.0,53.53,43.93,13.61,1.38,38.05,85.51,2019,0,0,1,0,0,1,1,14.84925324847264,1,91.27,88.444,8.73
2,Arwal,10,2019,751,664,857566941,8.01,53.41,46.59,15.81,,,5,A,REAL,1.0,10,Bihar,2,2.0,Arwal,mid,low_connectivity,True,True,VERIFIED,Created from Jehanabad 2001,10-240,700843,648994,7.4,67.43,54.85,20.16,0.08,33.72,82.01,2019,0,0,0,0,0,0,0,13.460039175169454,2,96.658,88.919,3.342
4,Banka,10,2019,216,201,624210419,3.19,51.7,48.3,17.1,,,2,C,REAL,1.0,10,Bihar,4,4.0,Banka,late,low_connectivity,False,False,MISSING_FROM_SAMPLE,Not in 2023-24 sample,10-225,2034763,1963450,3.5,58.17,47.66,12.18,4.44,37.9,82.36,2019,0,0,1,0,0,0,0,14.525889908160154,4,95.479,92.434,4.521
5,Begusarai,10,2019,192,179,200162667,4.99,54.43,45.57,20.52,,,9,D,REAL,1.0,10,Bihar,5,5.0,Begusarai,mid,low_connectivity,True,True,VERIFIED,,10-222,2970541,2400718,19.18,63.87,55.21,14.55,0.05,31.58,61.49,2019,0,0,0,0,0,0,0,14.90425464907285,5,98.421,93.506,1.579
6,Bhagalpur,10,2019,29,29,38537533,0.0,50.98,49.02,19.19,,,1,D,REAL,1.0,10,Bihar,6,6.0,Bhagalpur,early,low_connectivity,False,False,MISSING_FROM_SAMPLE,Not in 2023-24 sample,10-224,3037766,2435234,19.83,63.14,54.89,10.49,2.21,32.38,62.06,2019,0,1,0,1,0,0,0,14.926632934813195,6,100.0,100.0,0.0
7,Bhojpur,10,2019,240,223,250088661,1.75,49.27,50.73,22.05,,4.0254,35,C,REAL,1.0,10,Bihar,7,7.0,Bhojpur,mid,low_connectivity,True,True,VERIFIED,,10-231,2728407,2338546,14.29,70.47,58.03,15.59,0.51,30.15,67.57,2019,0,0,0,0,0,0,0,14.819228480365627,7,97.851,96.136,2.149
8,Buxar,10,2019,236,220,168677157,3.87,61.18,38.82,16.9,,3.8501,14,C,REAL,1.0,10,Bihar,8,8.0,Buxar,mid,low_connectivity,True,True,VERIFIED,,10-232,1706352,1541853,9.64,70.14,58.63,14.75,1.57,31.55,71.38,2019,0,0,0,0,0,0,0,14.34986831634842,8,97.454,93.68,2.546
9,Darbhanga,10,2019,932,813,738296690,8.36,50.6,49.4,23.45,,3.8501,26,A,REAL,1.0,10,Bihar,9,9.0,Darbhanga,mid,low_connectivity,True,True,VERIFIED,,10-215,3937385,3554057,9.74,56.56,45.24,15.64,0.07,31.08,71.82,2019,0,0,0,0,0,0,0,15.186027355340306,9,92.384,84.665,7.616
10,Gaya,10,2019,427,406,387008864,2.17,54.2,45.8,25.44,,3.8501,25,B,REAL,1.0,10,Bihar,10,10.0,Gaya,early,low_connectivity,True,True,VERIFIED,,10-236,4391418,3809817,13.24,63.67,53.34,30.39,0.07,37.89,69.36,2019,0,1,0,1,0,1,1,15.29516273972959,10,97.857,95.734,2.143
11,Gopalganj,10,2019,223,204,210857378,4.96,52.79,47.21,32.54,,3.8501,26,C,REAL,1.0,10,Bihar,11,11.0,Gopalganj,mid,low_connectivity,True,True,VERIFIED,,10-217,2562012,2399207,6.35,65.47,54.81,12.49,2.37,28.42,75.2,2019,0,0,0,0,0,0,0,14.756303445268596,11,96.227,91.458,3.773
12,Jamui,10,2019,304,253,349844137,5.57,52.75,47.25,12.36,,,3,C,REAL,1.0,10,Bihar,12,12.0,Jamui,late,low_connectivity,True,True,VERIFIED,,10-238,1760405,1615072,8.26,59.79,47.28,17.19,4.48,41.33,67.07,2019,0,0,1,0,0,1,1,14.381054454178615,12,96.644,91.261,3.356
13,Jehanabad,10,2019,559,514,636455578,1.98,50.6,49.4,19.7,,3.1781,15,A,REAL,1.0,10,Bihar,13,13.0,Jehanabad,mid,low_connectivity,True,True,VERIFIED,,10-239,1125313,990117,12.01,66.8,55.01,19.81,0.11,32.47,72.7,2019,0,0,0,0,0,0,0,13.933571777146255,13,94.666,92.794,5.334
14,Kaimur,10,2019,966,843,751565681,8.06,52.13,47.87,21.97,,3.8918,19,A,REAL,1.0,10,Bihar,14,14.0,Kaimur,late,low_connectivity,True,True,SPELLING_MISMATCH,Census name: Kaimur (Bhabua),10-233,1626384,1560813,4.03,69.34,58.4,22.69,3.57,31.43,77.01,2019,0,0,1,0,0,1,1,14.301869703569576,14,97.034,89.209,2.966
15,Katihar,10,2019,121,117,150099049,1.91,50.58,49.42,22.89,,,2,D,REAL,1.0,10,Bihar,15,15.0,Katihar,late,low_connectivity,True,True,VERIFIED,,10-212,3071029,2797207,8.92,52.24,44.39,8.57,5.86,33.0,82.99,2019,0,0,1,0,0,0,0,14.937523242556493,15,99.369,97.475,0.631
16,Khagaria,10,2019,172,160,207823017,2.99,53.06,46.94,19.51,,,9,D,REAL,1.0,10,Bihar,16,16.0,Khagaria,mid,low_connectivity,True,True,VERIFIED,,10-223,1666886,1579727,5.23,57.92,49.56,14.83,0.04,33.64,76.72,2019,0,0,0,0,0,0,0,14.326467773071744,16,97.386,94.475,2.614
17,Kishanganj,10,2019,605,538,946004324,11.45,50.14,49.86,20.01,,3.8501,25,A,REAL,1.0,10,Bihar,17,17.0,Kishanganj,late,low_connectivity,True,True,VERIFIED,,10-210,1690400,1529277,9.53,55.46,46.76,6.69,3.8,31.3,81.22,2019,0,0,1,0,0,1,1,14.340475745283983,17,98.933,87.605,1.067
18,Lakhisarai,10,2019,549,512,731388897,4.19,55.16,44.84,26.56,,3.8501,21,A,REAL,1.0,10,Bihar,18,18.0,Lakhisarai,mid,low_connectivity,True,True,VERIFIED,,10-227,1000912,857901,14.29,62.42,52.57,15.31,0.83,32.63,73.03,2019,0,0,0,0,0,0,0,13.816422142344951,18,94.625,90.665,5.375
19,Madhepura,10,2019,345,313,476670709,0.86,45.69,54.31,13.51,,,7,B,REAL,1.0,10,Bihar,19,19.0,Madhepura,late,low_connectivity,True,True,VERIFIED,,10-213,2001762,1913301,4.42,52.25,41.74,17.3,0.63,38.84,86.79,2019,0,0,1,0,0,1,1,14.509538350671502,19,94.965,94.15,5.035
20,Madhubani,10,2019,370,340,384453755,6.67,49.87,50.13,12.19,,3.8501,13,B,REAL,1.0,10,Bihar,20,20.0,Madhubani,mid,low_connectivity,True,True,VERIFIED,,10-207,4487379,4325884,3.6,58.62,46.16,13.08,0.09,36.48,81.71,2019,0,0,0,0,0,0,0,15.31677934762684,20,97.028,90.561,2.972
21,Munger,10,2019,33,28,32559718,18.12,59.02,40.98,24.29,,,2,D,REAL,1.0,10,Bihar,21,21.0,Munger,mid,low_connectivity,True,True,VERIFIED,,10-226,1367765,987645,27.79,70.46,62.08,13.44,1.56,31.19,56.81,2019,0,0,0,0,0,0,0,14.128688578782404,21,100.0,81.879,0.0
22,Muzaffarpur,10,2019,864,785,529019423,8.31,50.44,49.56,22.96,,3.8501,32,A,REAL,1.0,10,Bihar,22,22.0,Muzaffarpur,early,low_connectivity,True,True,VERIFIED,,10-216,4801062,4327625,9.86,63.43,54.67,15.66,0.12,32.23,67.36,2019,0,1,0,1,0,1,1,15.384347701405948,22,97.463,89.36,2.537
23,Nalanda,10,2019,266,238,184002806,5.89,45.62,54.38,15.13,,2.6391,10,C,REAL,1.0,10,Bihar,23,23.0,Nalanda,early,low_connectivity,False,False,MISSING_FROM_SAMPLE,Not in 2023-24 sample,10-229,2877653,2419759,15.91,64.43,53.1,21.12,0.05,36.33,72.24,2019,0,1,0,1,0,0,0,14.872485589320156,23,88.265,83.066,11.735
24,Nawada,10,2019,494,423,449270668,7.21,51.26,48.74,24.41,,4.0254,10,B,REAL,1.0,10,Bihar,24,24.0,Nawada,mid,low_connectivity,True,True,VERIFIED,,10-237,2219146,2003567,9.71,59.76,48.86,25.47,0.09,36.82,75.14,2019,0,0,0,0,0,0,0,14.612632995153644,24,93.479,86.736,6.521
25,Pashchim Champaran,10,2019,414,362,343001270,3.16,51.59,48.41,10.09,,,6,B,REAL,1.0,10,Bihar,25,25.0,Pashchim Champaran,late,low_connectivity,True,True,SPELLING_MISMATCH,Census: Pashchim Champaran,10-203,3935042,3541877,9.99,55.7,44.69,14.08,6.35,37.58,82.25,2019,0,0,1,0,0,1,1,15.185432113220136,25,93.493,90.54,6.507
26,Patna,10,2019,184,171,94390535,1.89,46.67,53.33,10.18,,,0,D,REAL,1.0,10,Bihar,26,26.0,Patna,early,low_connectivity,True,True,VERIFIED,State capital,10-230,5838465,3323875,43.07,70.68,61.96,15.77,0.16,32.23,49.39,2019,0,1,0,1,0,0,0,15.57997847778952,26,95.381,93.575,4.619
27,Purba Champaran,10,2019,479,428,510281940,2.97,54.74,45.26,24.6,,,3,B,REAL,1.0,10,Bihar,27,27.0,Purba Champaran,late,low_connectivity,True,True,SPELLING_MISMATCH,Census: Purba Champaran,10-204,5099371,4698028,7.87,55.79,45.12,12.74,0.24,34.07,80.94,2019,0,0,1,0,0,1,1,15.44462775675504,27,93.652,90.874,6.348
28,Purnia,10,2019,4070,3466,5132793050,12.45,54.42,45.58,22.96,,3.8918,131,A,REAL,1.0,10,Bihar,28,28.0,Purnia,mid,low_connectivity,True,True,VERIFIED,Large PLFS sample (n≈4000),10-211,3264619,2921614,10.51,51.08,42.34,11.98,4.27,35.02,82.43,2019,0,0,0,0,0,0,0,14.998653621693713,28,94.287,82.544,5.713
29,Rohtas,10,2019,559,446,485161930,12.72,54.58,45.42,23.05,,3.7842,20,B,REAL,1.0,10,Bihar,29,29.0,Rohtas,mid,low_connectivity,True,True,VERIFIED,,10-234,2959918,2532153,14.45,73.37,62.97,18.57,1.07,31.25,67.43,2019,0,0,0,0,0,0,0,14.900672123213813,29,94.506,82.487,5.494
30,Saharsa,10,2019,272,219,276157797,15.07,55.15,44.85,27.71,,,0,C,REAL,1.0,10,Bihar,30,30.0,Saharsa,late,low_connectivity,True,True,VERIFIED,,10-214,1900661,1744121,8.24,53.2,41.68,16.69,0.32,34.19,80.23,2019,0,0,1,0,0,1,1,14.457712278372169,30,95.003,80.683,4.997
31,Samastipur,10,2019,163,147,107399608,3.28,47.97,52.03,19.18,,,8,D,REAL,1.0,10,Bihar,31,31.0,Samastipur,mid,low_connectivity,True,True,VERIFIED,,10-221,4261566,4113769,3.47,61.86,51.51,18.85,0.04,31.52,75.98,2019,0,0,0,0,0,0,0,15.26514725632896,31,92.212,89.186,7.788
32,Saran,10,2019,917,748,776131337,13.25,51.74,48.26,24.86,,3.8501,29,A,REAL,1.0,10,Bihar,32,32.0,Saran,mid,low_connectivity,True,True,VERIFIED,Also known as Chapra,10-219,3951862,3598660,8.94,65.96,54.42,12.0,0.93,26.32,69.75,2019,0,0,0,0,0,0,0,15.189697418211871,32,93.33,80.961,6.67
33,Sheikhpura,10,2019,266,233,308339871,5.93,53.02,46.98,22.54,,3.8501,12,C,REAL,1.0,10,Bihar,33,33.0,Sheikhpura,mid,low_connectivity,True,True,VERIFIED,,10-228,636342,527340,17.13,63.86,53.4,20.6,0.1,35.3,73.09,2019,0,0,0,0,0,0,0,13.363491433643205,33,90.375,85.018,9.625
34,Sheohar,10,2019,1186,988,1423827518,6.96,50.14,49.86,17.13,,3.8501,23,A,REAL,1.0,10,Bihar,34,34.0,Sheohar,late,low_connectivity,True,True,VERIFIED,Smallest district in Bihar,10-205,656246,628130,4.28,53.78,45.26,14.73,0.05,32.97,80.91,2019,0,0,1,0,0,1,1,13.3942909976313,34,90.009,83.743,9.991
35,Sitamarhi,10,2019,54,54,34021054,0.0,57.0,43.0,7.78,,,0,D,REAL,1.0,10,Bihar,35,35.0,Sitamarhi,mid,low_connectivity,True,True,VERIFIED,,10-206,3423574,3233076,5.56,52.05,42.41,11.85,0.09,32.56,76.43,2019,0,0,0,0,0,0,0,15.04619559261562,35,100.0,100.0,0.0
36,Siwan,10,2019,339,301,498472840,7.95,57.98,42.02,13.88,,4.4308,15,B,REAL,1.0,10,Bihar,36,36.0,Siwan,mid,low_connectivity,True,True,VERIFIED,,10-218,3330464,3147551,5.49,69.45,58.66,11.61,2.61,28.0,68.78,2019,0,0,0,0,0,0,0,15.018622191589142,36,97.778,90.003,2.222
37,Supaul,10,2019,403,340,426818017,4.97,59.84,40.16,12.98,,,8,B,REAL,1.0,10,Bihar,37,37.0,Supaul,late,low_connectivity,True,True,VERIFIED,,10-208,2229076,2123518,4.74,57.67,44.77,15.89,0.46,39.37,86.15,2019,0,0,1,0,0,1,1,14.617097707793928,37,97.221,92.392,2.779
38,Vaishali,10,2019,84,64,74938962,19.62,43.68,56.32,14.99,,,0,D,REAL,1.0,10,Bihar,38,38.0,Vaishali,mid,low_connectivity,True,True,VERIFIED,,10-220,3495021,3261942,6.67,66.6,56.73,21.12,0.07,30.34,71.45,2019,0,0,0,0,0,0,0,15.066849942215688,38,90.64,72.855,9.36
1,Araria,10,2021,619,549,656159272,7.71,49.95,50.05,23.94,,3.7136,12,A,REAL,1.0,10,Bihar,1,1.0,Araria,late,low_connectivity,True,True,VERIFIED,,10-209,2811569,2642792,6.0,53.53,43.93,13.61,1.38,38.05,85.51,2021,0,0,1,0,0,0,1,14.84925324847264,1,97.653,97.653,2.347
2,Arwal,10,2021,615,506,616964627,8.77,47.86,52.14,15.83,,,4,A,REAL,1.0,10,Bihar,2,2.0,Arwal,mid,low_connectivity,True,True,VERIFIED,Created from Jehanabad 2001,10-240,700843,648994,7.4,67.43,54.85,20.16,0.08,33.72,82.01,2021,0,0,0,0,0,0,0,13.460039175169454,2,100.0,100.0,0.0
4,Banka,10,2021,493,442,530352752,7.27,54.95,45.05,17.45,,3.8501,12,B,REAL,1.0,10,Bihar,4,4.0,Banka,late,low_connectivity,False,False,MISSING_FROM_SAMPLE,Not in 2023-24 sample,10-225,2034763,1963450,3.5,58.17,47.66,12.18,4.44,37.9,82.36,2021,0,0,1,0,0,0,0,14.525889908160154,4,100.0,100.0,0.0
5,Begusarai,10,2021,106,102,109914340,3.7,56.78,43.22,17.19,,,4,D,REAL,1.0,10,Bihar,5,5.0,Begusarai,mid,low_connectivity,True,True,VERIFIED,,10-222,2970541,2400718,19.18,63.87,55.21,14.55,0.05,31.58,61.49,2021,0,0,0,0,0,0,0,14.90425464907285,5,100.0,100.0,0.0
6,Bhagalpur,10,2021,119,108,148274153,0.65,54.27,45.73,12.95,,,8,D,REAL,1.0,10,Bihar,6,6.0,Bhagalpur,early,low_connectivity,False,False,MISSING_FROM_SAMPLE,Not in 2023-24 sample,10-224,3037766,2435234,19.83,63.14,54.89,10.49,2.21,32.38,62.06,2021,0,1,0,1,0,0,0,14.926632934813195,6,84.502,84.502,15.498
7,Bhojpur,10,2021,237,187,238974494,18.59,45.41,54.59,24.41,,3.8501,19,D,REAL,1.0,10,Bihar,7,7.0,Bhojpur,mid,low_connectivity,True,True,VERIFIED,,10-231,2728407,2338546,14.29,70.47,58.03,15.59,0.51,30.15,67.57,2021,0,0,0,0,0,0,0,14.819228480365627,7,99.544,99.544,0.456
8,Buxar,10,2021,441,406,417410294,2.16,46.71,53.29,12.67,,3.7136,17,B,REAL,1.0,10,Bihar,8,8.0,Buxar,mid,low_connectivity,True,True,VERIFIED,,10-232,1706352,1541853,9.64,70.14,58.63,14.75,1.57,31.55,71.38,2021,0,0,0,0,0,0,0,14.34986831634842,8,98.565,98.13,1.435
9,Darbhanga,10,2021,800,739,716828028,4.14,43.29,56.71,16.34,,3.434,35,A,REAL,1.0,10,Bihar,9,9.0,Darbhanga,mid,low_connectivity,True,True,VERIFIED,,10-215,3937385,3554057,9.74,56.56,45.24,15.64,0.07,31.08,71.82,2021,0,0,0,0,0,0,0,15.186027355340306,9,96.857,96.857,3.143
10,Gaya,10,2021,420,352,362030960,11.73,60.14,39.86,23.99,,3.8501,36,B,REAL,1.0,10,Bihar,10,10.0,Gaya,early,low_connectivity,True,True,VERIFIED,,10-236,4391418,3809817,13.24,63.67,53.34,30.39,0.07,37.89,69.36,2021,0,1,0,1,0,0,1,15.29516273972959,10,98.412,98.412,1.588
11,Gopalganj,10,2021,188,180,244750318,2.25,53.49,46.51,20.92,,4.4427,11,D,REAL,1.0,10,Bihar,11,11.0,Gopalganj,mid,low_connectivity,True,True,VERIFIED,,10-217,2562012,2399207,6.35,65.47,54.81,12.49,2.37,28.42,75.2,2021,0,0,0,0,0,0,0,14.756303445268596,11,100.0,100.0,0.0
12,Jamui,10,2021,158,140,128590596,10.34,48.81,51.19,12.54,,,4,D,REAL,1.0,10,Bihar,12,12.0,Jamui,late,low_connectivity,True,True,VERIFIED,,10-238,1760405,1615072,8.26,59.79,47.28,17.19,4.48,41.33,67.07,2021,0,0,1,0,0,0,0,14.381054454178615,12,93.289,86.578,6.711
13,Jehanabad,10,2021,773,675,595467646,5.91,53.9,46.1,21.18,,4.2195,11,A,REAL,1.0,10,Bihar,13,13.0,Jehanabad,mid,low_connectivity,True,True,VERIFIED,,10-239,1125313,990117,12.01,66.8,55.01,19.81,0.11,32.47,72.7,2021,0,0,0,0,0,0,0,13.933571777146255,13,90.778,90.778,9.222
14,Kaimur,10,2021,1260,1066,907152591,13.55,49.93,50.07,29.28,,3.8501,32,A,REAL,1.0,10,Bihar,14,14.0,Kaimur,late,low_connectivity,True,True,SPELLING_MISMATCH,Census name: Kaimur (Bhabua),10-233,1626384,1560813,4.03,69.34,58.4,22.69,3.57,31.43,77.01,2021,0,0,1,0,0,0,1,14.301869703569576,14,92.558,91.004,7.442
15,Katihar,10,2021,370,304,403448186,12.06,50.86,49.14,25.67,,,0,B,REAL,1.0,10,Bihar,15,15.0,Katihar,late,low_connectivity,True,True,VERIFIED,,10-212,3071029,2797207,8.92,52.24,44.39,8.57,5.86,33.0,82.99,2021,0,0,1,0,0,0,1,14.937523242556493,15,96.235,96.235,3.765
16,Khagaria,10,2021,113,100,81150021,8.0,61.89,38.11,27.18,,3.8501,11,D,REAL,1.0,10,Bihar,16,16.0,Khagaria,mid,low_connectivity,True,True,VERIFIED,,10-223,1666886,1579727,5.23,57.92,49.56,14.83,0.04,33.64,76.72,2021,0,0,0,0,0,0,0,14.326467773071744,16,100.0,100.0,0.0
17,Kishanganj,10,2021,281,241,431525845,11.04,55.72,44.28,28.02,,4.0164,12,C,REAL,1.0,10,Bihar,17,17.0,Kishanganj,late,low_connectivity,True,True,VERIFIED,,10-210,1690400,1529277,9.53,55.46,46.76,6.69,3.8,31.3,81.22,2021,0,0,1,0,0,0,1,14.340475745283983,17,100.0,100.0,0.0
18,Lakhisarai,10,2021,529,459,715986436,8.9,49.74,50.26,25.08,,3.8286,12,B,REAL,1.0,10,Bihar,18,18.0,Lakhisarai,mid,low_connectivity,True,True,VERIFIED,,10-227,1000912,857901,14.29,62.42,52.57,15.31,0.83,32.63,73.03,2021,0,0,0,0,0,0,0,13.816422142344951,18,99.301,95.741,0.699
19,Madhepura,10,2021,120,111,112443795,0.0,62.29,37.71,10.89,,,0,D,REAL,1.0,10,Bihar,19,19.0,Madhepura,late,low_connectivity,True,True,VERIFIED,,10-213,2001762,1913301,4.42,52.25,41.74,17.3,0.63,38.84,86.79,2021,0,0,1,0,0,0,0,14.509538350671502,19,93.223,93.223,6.777
20,Madhubani,10,2021,467,403,612396576,11.58,49.84,50.16,16.17,,,6,B,REAL,1.0,10,Bihar,20,20.0,Madhubani,mid,low_connectivity,True,True,VERIFIED,,10-207,4487379,4325884,3.6,58.62,46.16,13.08,0.09,36.48,81.71,2021,0,0,0,0,0,0,0,15.31677934762684,20,100.0,100.0,0.0
